49808,Energie AG Oberösterreich Telekom GmbH
49824,Astra Lviv
49830,RESET LLC
49958,Evolution Latvia SIA
49981,WorldStream B.V.
50010,Omani Qatari Telecommunications Company SAOG (Oordeoo Oman)
50020,RACCOM AD
50061,PwC IT Services Europe GmbH
50073,Mips group LLC
50157,"FDNT ""InData"""
50245,Serverel
50287,Audatex UK Ltd
50324,Hofnetz & IT Services GmbH
50384,OOO IHOME (W-IX Ltd)
50469,HessenKom GmbH & Co. KG
50472,Chaos Computer Club e.V.
50495,web2objects GmbH
50509,transroute.net
50533,I.T.E.N.O.S. GmbH
50581,Ukrainian Telecommunication Group Ltd.
50629,LWLcom GmbH
50643,"Lurenet, PE"
50837,CLOUDSIGMA AG
50923,Metroset Ltd.
51028,JSK Severnoe Volokno
51095,EdgeUno Inc.
51167,Contabo GmbH
51184,Mediainvent Service GmbH
51185,Onecom Global Communication LTD
51254,Giants For Renting Computer Systems Company W.L.L.
51310,MATRONIX
51324,EXARING AG
51343,ForceLine
51468,one.com
51483,SaSG GmbH & Co. KG
51492,Aquilius Research GmbH
51531,DE-CIX Management GmbH
51795,TV1 GmbH
51862,ProfitBricks GmbH
51865,DIDWW Ireland Limited
52091,Level-MSK LLC
52320,"GlobeNet Cabos Submarinos America, Inc."
52551,SAMM
52568,TOOLSNET TELECOMUNICACOES LTDA - ME
52866,IVeloz Telecom Serv. em Telecomunicacoes LTDA
52873,Softdatos Telecomunicaçoes
52937,FHP TELECOM
53013,WIXNET DO BRASIL
53137,TCA Internet
53162,VOIPGLOBE SERVICOS DE COMUNICACAO MULTIMIDIA VIA INTERNET LTDA
53180,Infortel Telecomunicacoes e Servicos EIRELI - ME
53264,New Continuum Holdings
53889,"Micfo, LLC."
54113,Fastly
54312,Zeta Global Corp
54825,Packet Host Inc.
54994,Quantil Networks Inc (a.k.a. Wangsu Science and Technology Co)
55195,Canadian Internet Registration Authority
55256,Netskope Inc
55805,MobiCom
55818,PT. NAP Info Lintas Nusa
55967,Baidu (Hong Kong) Limited
56357,Technische Universität München
56381,level66.network UG (haftungsbeschränkt)
56630,Melbikomas UAB
56662,e-utp.net
56665,Proximus Luxembourg S.A.
57073,LLC Wildberries
57119,NAITWAYS s.a.r.l.
57344,Telehouse AD
57353,vitroconnect GmbH
57463,NetIX Communications
57537,Net-D-Sign GmbH
57695,"Misaka Network, Inc."
57704,SpeedClick for Information Technology and Communication Ltd
57928,PRODWARE FRANCE
57976,Blizzard Entertainment SAS
58010,uvensys GmbH
58057,Securebit AG
58212,PHP-Friends GmbH
58243,TELE AG
58299,Openfactory GmbH
58307,UnitelMedia (a.k.a. Internet Exchange Point Radom)
58453,China Mobile International (UK) Limited
58511,Connectivity I.T
59507,terralink networks GmbH
59605,Zain Group
59624,"National Research Centre “Kurchatov Institute‿,AS-KIAE-GRID,https://apps.db.ripe.net/db-web-ui/#/query?bflag&source=RIPE&types=as-set&searchtext=AS-KIAE-GRID,ACTIVE,Open,
59655,https://stat.ripe.net/as59655,ForexTime Ltd"""
59675,mywire Datentechnik GmbH
59796,Storm Systems LLC
59890,Kabel-TV Lampert GmbH & CoKG
59947,LLHost Inc.
60051,EarthLink Telecommunications Equipment
60169,G-FIT GmbH & Co. KG
60171,AFR-IX Telecom
